ID_Alumno,Nombre_Apellido,Edad,Genero,Comision,Turno,Entregas_Previas,Entregas_A_Tiempo,Total_Actividades_Previas,Promedio_Previo,Indice_Constancia,Nota_Parcial,Estado_Final,Nota Final,Estado,Comisión
A00458,Paula Castro,28,X,A2,Mañana,6,6,7,6.900000000000001,85.71,,Ausente,,Ausente,A2
A00459,Valentina Benitez,21,M,A1,Mañana,4,4,7,6.199999999999999,57.14,,Ausente,,Ausente,A1
A00460,Lautaro Fernandez,22,F,C1,Noche,4,2,7,5.475,28.57,4.5,Recupera,4.5,Recupera,C1
A00461,Federico Sanchez,22,M,C2,Noche,6,5,7,7.3500000000000005,71.43,8.0,Aprobado,8.0,Aprobado,C2
A00462,Gabriel Gonzalez,26,M,B1,Tarde,5,4,7,5.7,57.14,,Ausente,,Ausente,B1
A00463,Maximo Ortiz,19,F,A2,Mañana,6,4,7,7.3,57.14,8.5,Aprobado,8.5,Aprobado,A2
A00464,Catalina Cabrera,17,F,A3,Mañana,6,4,7,5.016666666666667,57.14,,Ausente,,Ausente,A3
A00465,Gabriel Aguirre,23,F,C4,Noche,5,4,7,7.9,57.14,5.6,Recupera,5.6,Recupera,C4
A00466,Diego Silva,22,M,C4,Noche,6,4,7,7.166666666666667,57.14,,Ausente,,Ausente,C4
A00467,Mateo Ortiz,19,F,A3,Mañana,7,6,7,8.2,85.71,8.5,Aprobado,8.5,Aprobado,A3
A00468,Manuel Perez,28,M,C2,Noche,2,1,7,3.5,14.29,,Ausente,,Ausente,C2
A00469,Diego Torres,17,F,B2,Tarde,5,4,7,6.7,57.14,6.1,Aprobado,6.1,Aprobado,B2
A00470,Valentina Sosa,21,F,B1,Tarde,2,1,7,4.25,14.29,,Ausente,,Ausente,B1
A00471,Catalina Perez,19,F,C4,Noche,6,6,7,6.783333333333334,85.71,6.5,Aprobado,6.5,Aprobado,C4
A00472,Mora Sanchez,27,F,C4,Noche,3,3,7,6.833333333333333,42.86,3.3,Desaprobado,3.3,Desaprobado,C4
A00473,Federico Vega,32,F,B2,Tarde,6,5,7,7.483333333333333,71.43,6.9,Aprobado,6.9,Aprobado,B2
A00474,Lautaro Rodriguez,26,F,A2,Mañana,0,0,7,,0.0,,Ausente,,Ausente,A2
A00475,Agustin Suarez,17,M,A3,Mañana,7,7,7,7.971428571428571,100.0,9.4,Aprobado,9.4,Aprobado,A3
A00476,Lucas Ruiz,23,F,B1,Tarde,7,7,7,8.2,100.0,5.6,Recupera,5.6,Recupera,B1
A00477,Nicolas Alvarez,18,F,A1,Mañana,3,2,7,5.466666666666666,28.57,,Ausente,,Ausente,A1
A00478,Renata Sanchez,23,F,B1,Tarde,5,5,7,5.359999999999999,71.43,,Ausente,,Ausente,B1
A00479,Manuel Medina,27,M,A2,Mañana,7,4,7,6.857142857142857,57.14,7.6,Aprobado,7.6,Aprobado,A2
A00480,Ignacio Herrera,17,M,C1,Noche,6,5,7,5.833333333333333,71.43,7.4,Aprobado,7.4,Aprobado,C1
A00481,Mateo Rodriguez,20,F,A2,Mañana,5,4,7,7.06,57.14,7.7,Aprobado,7.7,Aprobado,A2
A00482,Lucia Gonzalez,21,F,A3,Mañana,1,1,7,9.3,14.29,,Ausente,,Ausente,A3
A00483,Antonella Vega,33,M,A3,Mañana,2,1,7,5.199999999999999,14.29,,Ausente,,Ausente,A3
A00484,Maximo Sosa,20,M,A3,Mañana,7,3,7,4.742857142857143,42.86,4.8,Recupera,4.8,Recupera,A3
A00485,Lucas Torres,27,F,A2,Mañana,7,6,7,8.814285714285715,85.71,7.6,Aprobado,7.6,Aprobado,A2
A00486,Santino Lopez,22,F,C4,Noche,7,5,7,6.028571428571429,71.43,,Ausente,,Ausente,C4
A00487,Renata Herrera,17,F,C3,Noche,6,4,7,6.8,57.14,5.0,Recupera,5.0,Recupera,C3
A00488,Santino Suarez,21,F,C4,Noche,7,6,7,7.314285714285715,85.71,7.9,Aprobado,7.9,Aprobado,C4
A00489,Lucia Fernandez,18,F,A1,Mañana,7,7,7,6.714285714285714,100.0,7.4,Aprobado,7.4,Aprobado,A1
A00490,Emma Alvarez,22,M,B1,Tarde,6,5,7,7.133333333333333,71.43,7.0,Aprobado,7.0,Aprobado,B1
A00491,Felipe Sanchez,28,M,C2,Noche,7,7,7,6.171428571428572,100.0,4.2,Recupera,4.2,Recupera,C2
A00492,Olivia Ramirez,17,M,C4,Noche,5,3,7,4.04,42.86,,Ausente,,Ausente,C4
A00493,Agustin Ruiz,24,F,C2,Noche,2,1,7,4.5,14.29,,Ausente,,Ausente,C2
A00494,Olivia Nuñez,25,M,C4,Noche,6,3,7,7.25,42.86,6.1,Aprobado,6.1,Aprobado,C4
A00495,Valentino Flores,18,M,C1,Noche,6,6,7,7.583333333333333,85.71,7.6,Aprobado,7.6,Aprobado,C1
A00496,Valentina Silva,23,M,C1,Noche,6,6,7,7.766666666666666,85.71,,Ausente,,Ausente,C1
A00497,Martina Ramirez,17,F,A2,Mañana,6,5,7,7.483333333333333,71.43,4.9,Recupera,4.9,Recupera,A2
A00498,Lucia Sosa,17,X,A3,Mañana,7,4,7,6.285714285714286,57.14,6.5,Aprobado,6.5,Aprobado,A3
A00499,Bruno Vega,21,M,B1,Tarde,6,6,7,6.383333333333333,85.71,6.9,Aprobado,6.9,Aprobado,B1
A00500,Valentina Cabrera,18,M,A2,Mañana,7,6,7,6.642857142857143,85.71,5.3,Recupera,5.3,Recupera,A2
A00501,Bruno Sanchez,24,M,C3,Noche,4,2,7,4.275,28.57,,Ausente,,Ausente,C3
A00502,Manuel Torres,17,M,A2,Mañana,6,4,7,6.566666666666666,57.14,7.0,Aprobado,7.0,Aprobado,A2
A00503,Diego Garcia,23,F,B1,Tarde,0,0,7,,0.0,,Ausente,,Ausente,B1
A00504,Tomas Ruiz,22,M,A1,Mañana,4,3,7,6.375,42.86,7.2,Aprobado,7.2,Aprobado,A1
A00505,Lautaro Romero,26,F,B1,Tarde,5,3,7,7.140000000000001,42.86,6.8,Aprobado,6.8,Aprobado,B1
A00506,Renata Rojas,18,F,A3,Mañana,7,5,7,7.142857142857143,71.43,6.8,Aprobado,6.8,Aprobado,A3
A00507,Joaquin Herrera,22,F,C2,Noche,6,5,7,6.533333333333334,71.43,,Ausente,,Ausente,C2
A00508,Ignacio Acosta,19,F,A1,Mañana,7,7,7,8.7,100.0,10.0,Aprobado,10.0,Aprobado,A1
A00509,Catalina Diaz,17,F,A3,Mañana,6,5,7,6.733333333333333,71.43,6.6,Aprobado,6.6,Aprobado,A3
A00510,Federico Martinez,24,M,A2,Mañana,4,2,7,3.625,28.57,,Ausente,,Ausente,A2
A00511,Bautista Castro,22,F,B1,Tarde,7,7,7,8.528571428571428,100.0,7.9,Aprobado,7.9,Aprobado,B1
A00512,Bautista Ortiz,24,M,B2,Tarde,7,7,7,8.4,100.0,7.8,Aprobado,7.8,Aprobado,B2
A00513,Agustin Garcia,19,F,B1,Tarde,4,3,7,4.875,42.86,4.0,Recupera,4.0,Recupera,B1
A00514,Manuel Romero,18,F,C4,Noche,0,0,7,,0.0,,Ausente,,Ausente,C4
A00515,Valentino Diaz,22,F,C4,Noche,5,3,7,6.779999999999999,42.86,7.0,Aprobado,7.0,Aprobado,C4
A00516,Pilar Rojas,28,F,A1,Mañana,7,6,7,8.542857142857143,85.71,8.2,Aprobado,8.2,Aprobado,A1
A00517,Agustin Acosta,22,M,A1,Mañana,7,5,7,7.1000000000000005,71.43,7.2,Aprobado,7.2,Aprobado,A1
A00518,Nicolas Diaz,28,M,B1,Tarde,1,1,7,4.6,14.29,,Ausente,,Ausente,B1
A00519,Olivia Acosta,22,M,C2,Noche,3,1,7,3.1999999999999997,14.29,,Ausente,,Ausente,C2
A00520,Camila Torres,26,F,C4,Noche,2,0,7,5.550000000000001,0.0,,Ausente,,Ausente,C4
A00521,Renata Benitez,20,M,B2,Tarde,1,1,7,5.1,14.29,,Ausente,,Ausente,B2
A00522,Camila Torres,20,M,B2,Tarde,2,1,7,3.75,14.29,,Ausente,,Ausente,B2
A00523,Joaquin Silva,19,M,C3,Noche,3,1,7,5.233333333333333,14.29,,Ausente,,Ausente,C3
A00524,Camila Castro,17,M,C2,Noche,7,6,7,8.642857142857142,85.71,8.1,Aprobado,8.1,Aprobado,C2
A00525,Nicolas Castro,19,M,A2,Mañana,3,0,7,3.4333333333333336,0.0,,Ausente,,Ausente,A2
A00526,Valentina Suarez,17,F,B1,Tarde,6,4,7,4.716666666666667,57.14,10.0,Aprobado,10.0,Aprobado,B1
A00527,Gabriel Ruiz,27,F,B1,Tarde,1,1,7,5.2,14.29,,Ausente,,Ausente,B1
A00528,Santino Herrera,33,F,A3,Mañana,7,7,7,6.071428571428571,100.0,6.0,Aprobado,6.0,Aprobado,A3
A00529,Bautista Rodriguez,17,F,A1,Mañana,5,4,7,7.38,57.14,6.3,Aprobado,6.3,Aprobado,A1
A00530,Camila Diaz,26,F,B1,Tarde,7,7,7,8.485714285714286,100.0,10.0,Aprobado,10.0,Aprobado,B1
A00531,Catalina Romero,29,F,B2,Tarde,5,4,7,4.84,57.14,1.8,Desaprobado,1.8,Desaprobado,B2
A00532,Maximo Rojas,22,M,B2,Tarde,6,4,7,5.483333333333333,57.14,9.1,Aprobado,9.1,Aprobado,B2
A00533,Santino Cabrera,19,M,C1,Noche,7,6,7,6.185714285714285,85.71,6.9,Aprobado,6.9,Aprobado,C1
A00534,Federico Sanchez,29,M,A1,Mañana,5,5,7,6.04,71.43,5.7,Recupera,5.7,Recupera,A1
A00535,Valentino Molina,17,F,A3,Mañana,6,4,7,6.716666666666666,57.14,6.7,Aprobado,6.7,Aprobado,A3
A00536,Guadalupe Nuñez,17,M,A1,Mañana,0,0,7,,0.0,,Ausente,,Ausente,A1
A00537,Manuel Sosa,24,M,B2,Tarde,6,5,7,7.083333333333333,71.43,8.3,Aprobado,8.3,Aprobado,B2
A00538,Felipe Flores,20,F,C1,Noche,5,2,7,5.58,28.57,5.0,Recupera,5.0,Recupera,C1
A00539,Olivia Sosa,21,F,B1,Tarde,5,3,7,4.64,42.86,,Ausente,,Ausente,B1
A00540,Renata Garcia,17,M,B2,Tarde,7,7,7,8.942857142857143,100.0,8.7,Aprobado,8.7,Aprobado,B2
A00541,Agustin Cabrera,17,F,B1,Tarde,3,3,7,5.5,42.86,6.7,Aprobado,6.7,Aprobado,B1
A00542,Manuel Molina,23,F,B1,Tarde,7,6,7,7.285714285714286,85.71,6.7,Aprobado,6.7,Aprobado,B1
A00543,Pilar Suarez,25,F,B2,Tarde,3,2,7,5.933333333333334,28.57,,Ausente,,Ausente,B2
A00544,Nicolas Suarez,29,F,A1,Mañana,4,3,7,6.7250000000000005,42.86,7.0,Aprobado,7.0,Aprobado,A1
A00545,Bautista Martinez,29,F,B1,Tarde,2,1,7,4.75,14.29,,Ausente,,Ausente,B1
A00546,Antonella Gonzalez,17,F,C1,Noche,4,4,7,4.2,57.14,,Ausente,,Ausente,C1
A00547,Agustin Rodriguez,27,M,C3,Noche,7,6,7,6.814285714285715,85.71,8.5,Aprobado,8.5,Aprobado,C3
A00548,Mateo Herrera,21,M,C4,Noche,2,2,7,6.5,28.57,,Ausente,,Ausente,C4
A00549,Mateo Rodriguez,20,M,A3,Mañana,7,4,7,7.571428571428571,57.14,7.0,Aprobado,7.0,Aprobado,A3
A00550,Valentina Molina,29,F,A3,Mañana,7,3,7,5.142857142857143,42.86,4.7,Recupera,4.7,Recupera,A3
A00551,Gabriel Diaz,26,M,C2,Noche,7,7,7,8.62857142857143,100.0,9.5,Aprobado,9.5,Aprobado,C2
A00552,Thiago Garcia,26,M,A1,Mañana,5,2,7,4.68,28.57,7.1,Aprobado,7.1,Aprobado,A1
A00553,Felipe Romero,28,M,B1,Tarde,4,1,7,5.275,14.29,,Ausente,,Ausente,B1
A00554,Mia Lopez,20,X,C3,Noche,6,5,7,6.6000000000000005,71.43,7.5,Aprobado,7.5,Aprobado,C3
A00555,Felipe Vega,19,M,A2,Mañana,6,4,7,6.983333333333333,57.14,6.1,Aprobado,6.1,Aprobado,A2
A00556,Sofia Ortiz,30,M,A2,Mañana,5,4,7,4.68,57.14,6.1,Aprobado,6.1,Aprobado,A2
A00557,Florencia Rojas,30,M,B2,Tarde,6,4,7,6.066666666666666,57.14,3.3,Desaprobado,3.3,Desaprobado,B2
A00558,Antonella Martinez,19,F,A2,Mañana,0,0,7,,0.0,,Ausente,,Ausente,A2
A00559,Felipe Flores,28,F,C4,Noche,7,7,7,8.371428571428572,100.0,8.3,Aprobado,8.3,Aprobado,C4
A00560,Lucas Ramirez,19,F,C2,Noche,7,7,7,8.342857142857143,100.0,6.7,Aprobado,6.7,Aprobado,C2
A00561,Victoria Lopez,18,M,B2,Tarde,5,5,7,7.42,71.43,4.9,Recupera,4.9,Recupera,B2
A00562,Bruno Fernandez,21,F,B2,Tarde,7,7,7,7.9142857142857155,100.0,8.5,Aprobado,8.5,Aprobado,B2
A00563,Victoria Flores,22,F,B2,Tarde,6,6,7,7.333333333333333,85.71,5.3,Recupera,5.3,Recupera,B2
A00564,Diego Ruiz,19,F,B1,Tarde,5,5,7,6.279999999999999,71.43,6.7,Aprobado,6.7,Aprobado,B1
A00565,Pilar Flores,20,M,C2,Noche,7,7,7,7.457142857142856,100.0,7.1,Aprobado,7.1,Aprobado,C2
A00566,Paula Gonzalez,19,M,C2,Noche,5,4,7,6.74,57.14,,Ausente,,Ausente,C2
A00567,Bruno Sanchez,23,F,A1,Mañana,5,5,7,7.640000000000001,71.43,7.4,Aprobado,7.4,Aprobado,A1
A00568,Catalina Molina,27,F,C2,Noche,6,4,7,6.216666666666666,57.14,,Ausente,,Ausente,C2
A00569,Mora Gonzalez,20,M,A1,Mañana,7,3,7,5.471428571428571,42.86,8.0,Aprobado,8.0,Aprobado,A1
A00570,Valentino Benitez,19,M,A2,Mañana,6,5,7,5.8999999999999995,71.43,9.1,Aprobado,9.1,Aprobado,A2
A00571,Catalina Gonzalez,23,F,A1,Mañana,6,4,7,6.6499999999999995,57.14,7.5,Aprobado,7.5,Aprobado,A1
A00572,Federico Gonzalez,22,M,B2,Tarde,5,5,7,6.7,71.43,7.4,Aprobado,7.4,Aprobado,B2
A00573,Lautaro Romero,22,M,C1,Noche,7,7,7,8.371428571428572,100.0,10.0,Aprobado,10.0,Aprobado,C1
A00574,Isabella Benitez,23,F,B2,Tarde,0,0,7,,0.0,,Ausente,,Ausente,B2
A00575,Lucas Sanchez,28,M,A3,Mañana,4,3,7,4.325,42.86,,Ausente,,Ausente,A3
A00576,Guadalupe Luna,19,M,C4,Noche,7,5,7,6.814285714285715,71.43,9.1,Aprobado,9.1,Aprobado,C4
A00577,Emma Medina,17,F,A2,Mañana,7,7,7,8.671428571428573,100.0,8.1,Aprobado,8.1,Aprobado,A2
A00578,Antonella Ortiz,22,F,A2,Mañana,7,5,7,4.871428571428572,71.43,,Ausente,,Ausente,A2
A00579,Lucas Benitez,19,F,A1,Mañana,6,6,7,5.05,85.71,8.4,Aprobado,8.4,Aprobado,A1
A00580,Martina Fernandez,23,M,B1,Tarde,7,6,7,7.0,85.71,8.1,Aprobado,8.1,Aprobado,B1
A00581,Catalina Martinez,17,F,B2,Tarde,5,5,7,4.74,71.43,4.7,Recupera,4.7,Recupera,B2
A00582,Pilar Herrera,30,F,B1,Tarde,7,7,7,8.457142857142857,100.0,9.7,Aprobado,9.7,Aprobado,B1
A00583,Mia Diaz,21,F,B1,Tarde,7,4,7,6.385714285714286,57.14,5.5,Recupera,5.5,Recupera,B1
A00584,Gabriel Nuñez,19,M,A2,Mañana,4,3,7,5.3,42.86,5.2,Recupera,5.2,Recupera,A2
A00585,Antonella Silva,28,M,A2,Mañana,2,1,7,6.15,14.29,,Ausente,,Ausente,A2
A00586,Felipe Lopez,22,F,B1,Tarde,7,6,7,7.971428571428571,85.71,7.7,Aprobado,7.7,Aprobado,B1
A00587,Pilar Rodriguez,23,F,C2,Noche,7,7,7,8.557142857142857,100.0,7.5,Aprobado,7.5,Aprobado,C2
A00588,Antonella Flores,22,F,C1,Noche,6,5,7,7.116666666666667,71.43,8.4,Aprobado,8.4,Aprobado,C1
A00589,Pilar Benitez,27,F,B1,Tarde,6,5,7,8.083333333333334,71.43,5.9,Recupera,5.9,Recupera,B1
A00590,Guadalupe Luna,20,M,C4,Noche,6,4,7,6.483333333333333,57.14,8.2,Aprobado,8.2,Aprobado,C4
A00591,Lucia Sanchez,17,F,C1,Noche,0,0,7,,0.0,,Ausente,,Ausente,C1
A00592,Valentino Rodriguez,19,M,B2,Tarde,7,7,7,8.214285714285714,100.0,9.1,Aprobado,9.1,Aprobado,B2
A00593,Gabriel Fernandez,21,M,B2,Tarde,0,0,7,,0.0,,Ausente,,Ausente,B2
A00594,Mia Vega,24,M,C3,Noche,6,3,7,5.066666666666666,42.86,6.0,Aprobado,6.0,Aprobado,C3
A00595,Nicolas Perez,22,F,C4,Noche,7,6,7,6.942857142857143,85.71,9.4,Aprobado,9.4,Aprobado,C4
A00596,Felipe Gonzalez,17,F,A3,Mañana,0,0,7,,0.0,,Ausente,,Ausente,A3
A00597,Manuel Rodriguez,18,M,C2,Noche,7,7,7,8.557142857142857,100.0,10.0,Aprobado,10.0,Aprobado,C2
A00598,Sofia Castro,18,F,A2,Mañana,6,6,7,6.866666666666666,85.71,,Ausente,,Ausente,A2
A00599,Federico Fernandez,17,X,B2,Tarde,6,6,7,7.033333333333334,85.71,4.8,Recupera,4.8,Recupera,B2
A00600,Valentino Suarez,22,M,B1,Tarde,5,1,7,5.26,14.29,4.9,Recupera,4.9,Recupera,B1
A00601,Julieta Suarez,18,F,A2,Mañana,5,3,7,6.16,42.86,5.2,Recupera,5.2,Recupera,A2
A00602,Renata Perez,23,M,C2,Noche,6,4,7,6.25,57.14,5.0,Recupera,5.0,Recupera,C2
A00603,Mora Lopez,27,F,C3,Noche,7,7,7,8.914285714285715,100.0,8.3,Aprobado,8.3,Aprobado,C3
A00604,Maximo Suarez,19,F,A3,Mañana,1,0,7,0.2,0.0,,Ausente,,Ausente,A3
A00605,Manuel Alvarez,17,M,B1,Tarde,1,1,7,7.1,14.29,,Ausente,,Ausente,B1
A00606,Delfina Alvarez,23,F,B2,Tarde,1,1,7,6.4,14.29,,Ausente,,Ausente,B2
A00607,Bautista Suarez,24,M,B1,Tarde,6,3,7,6.816666666666666,42.86,,Ausente,,Ausente,B1
A00608,Delfina Torres,20,F,B2,Tarde,7,5,7,4.5,71.43,6.2,Aprobado,6.2,Aprobado,B2
A00609,Lautaro Romero,23,M,B1,Tarde,7,6,7,6.414285714285714,85.71,5.8,Recupera,5.8,Recupera,B1
A00610,Manuel Sanchez,22,M,B1,Tarde,7,5,7,7.228571428571429,71.43,7.2,Aprobado,7.2,Aprobado,B1
A00611,Pilar Fernandez,21,F,C4,Noche,6,4,7,4.533333333333333,57.14,5.9,Recupera,5.9,Recupera,C4
A00612,Mia Rojas,28,M,B1,Tarde,6,6,7,7.416666666666667,85.71,6.0,Aprobado,6.0,Aprobado,B1
A00613,Federico Ortiz,17,F,C1,Noche,6,5,7,8.666666666666666,71.43,10.0,Aprobado,10.0,Aprobado,C1
A00614,Ignacio Gonzalez,17,M,A2,Mañana,5,4,7,6.980000000000001,57.14,4.3,Recupera,4.3,Recupera,A2
A00615,Agustin Nuñez,17,F,C1,Noche,6,2,7,5.983333333333333,28.57,,Ausente,,Ausente,C1
A00616,Martina Garcia,35,F,B1,Tarde,7,6,7,6.8,85.71,7.0,Aprobado,7.0,Aprobado,B1
A00617,Valentina Castro,23,M,B2,Tarde,5,4,7,3.94,57.14,,Ausente,,Ausente,B2
A00618,Mora Martinez,24,F,B2,Tarde,7,4,7,7.071428571428571,57.14,7.8,Aprobado,7.8,Aprobado,B2
A00619,Benjamin Martinez,27,F,B2,Tarde,7,6,7,7.514285714285714,85.71,,Ausente,,Ausente,B2
A00620,Benjamin Molina,20,M,A2,Mañana,4,1,7,5.275,14.29,9.4,Aprobado,9.4,Aprobado,A2
A00621,Diego Acosta,19,F,C1,Noche,0,0,7,,0.0,,Ausente,,Ausente,C1
A00622,Gabriel Fernandez,17,M,A3,Mañana,7,7,7,7.128571428571428,100.0,8.9,Aprobado,8.9,Aprobado,A3
A00623,Florencia Herrera,18,F,A1,Mañana,6,6,7,6.166666666666667,85.71,,Ausente,,Ausente,A1
A00624,Florencia Castro,24,M,A2,Mañana,6,5,7,5.066666666666666,71.43,,Ausente,,Ausente,A2
A00625,Thiago Gonzalez,21,M,C1,Noche,3,3,7,4.966666666666667,42.86,,Ausente,,Ausente,C1
A00626,Nicolas Castro,30,M,A2,Mañana,6,5,7,6.333333333333333,71.43,7.7,Aprobado,7.7,Aprobado,A2
A00627,Isabella Flores,21,M,C4,Noche,6,4,7,4.85,57.14,,Ausente,,Ausente,C4
A00628,Benjamin Rodriguez,23,F,B1,Tarde,5,4,7,6.24,57.14,,Ausente,,Ausente,B1
A00629,Mia Fernandez,21,M,B1,Tarde,6,5,7,6.066666666666666,71.43,5.2,Recupera,5.2,Recupera,B1
A00630,Isabella Herrera,24,M,C4,Noche,7,7,7,7.957142857142857,100.0,9.2,Aprobado,9.2,Aprobado,C4
A00631,Sofia Romero,23,M,B2,Tarde,0,0,7,,0.0,,Ausente,,Ausente,B2
A00632,Thiago Rodriguez,25,M,C1,Noche,7,6,7,6.871428571428572,85.71,8.7,Aprobado,8.7,Aprobado,C1
A00633,Olivia Nuñez,20,M,B1,Tarde,6,4,7,7.116666666666667,57.14,9.7,Aprobado,9.7,Aprobado,B1
A00634,Lucia Lopez,17,F,A1,Mañana,1,0,7,5.6,0.0,,Ausente,,Ausente,A1
A00635,Mora Flores,22,F,A3,Mañana,6,6,7,6.316666666666666,85.71,5.3,Recupera,5.3,Recupera,A3
A00636,Bruno Romero,27,M,B2,Tarde,6,5,7,7.55,71.43,,Ausente,,Ausente,B2
A00637,Antonella Lopez,21,F,A2,Mañana,6,5,7,8.083333333333334,71.43,9.4,Aprobado,9.4,Aprobado,A2
A00638,Julieta Herrera,17,M,A2,Mañana,7,7,7,7.628571428571428,100.0,9.0,Aprobado,9.0,Aprobado,A2
A00639,Antonella Luna,24,M,B2,Tarde,5,4,7,6.6,57.14,7.1,Aprobado,7.1,Aprobado,B2
A00640,Felipe Nuñez,20,M,C1,Noche,7,7,7,8.728571428571428,100.0,8.7,Aprobado,8.7,Aprobado,C1
A00641,Felipe Molina,17,F,C3,Noche,5,5,7,5.76,71.43,,Ausente,,Ausente,C3
A00642,Pilar Vega,26,F,C3,Noche,7,6,7,8.27142857142857,85.71,10.0,Aprobado,10.0,Aprobado,C3
A00643,Guadalupe Sosa,19,F,B1,Tarde,6,5,7,6.816666666666666,71.43,6.3,Aprobado,6.3,Aprobado,B1
A00644,Delfina Vega,23,M,C1,Noche,6,4,7,7.183333333333334,57.14,8.2,Aprobado,8.2,Aprobado,C1
A00645,Paula Herrera,25,F,B1,Tarde,6,4,7,8.4,57.14,8.9,Aprobado,8.9,Aprobado,B1
A00646,Diego Luna,17,F,A1,Mañana,0,0,7,,0.0,,Ausente,,Ausente,A1
A00647,Tomas Herrera,22,M,B1,Tarde,7,7,7,6.471428571428571,100.0,6.3,Aprobado,6.3,Aprobado,B1
A00648,Lautaro Torres,23,M,A1,Mañana,7,7,7,8.37142857142857,100.0,10.0,Aprobado,10.0,Aprobado,A1
A00649,Martina Lopez,17,M,C2,Noche,6,6,7,6.833333333333333,85.71,7.1,Aprobado,7.1,Aprobado,C2
A00650,Pilar Garcia,17,M,C3,Noche,6,4,7,7.3999999999999995,57.14,6.6,Aprobado,6.6,Aprobado,C3
A00651,Delfina Garcia,20,M,C2,Noche,3,1,7,5.366666666666667,14.29,,Ausente,,Ausente,C2
A00652,Tomas Nuñez,23,M,C4,Noche,7,6,7,7.757142857142857,85.71,6.1,Aprobado,6.1,Aprobado,C4
A00653,Agustin Vega,22,M,A1,Mañana,1,1,7,3.7,14.29,,Ausente,,Ausente,A1
A00654,Isabella Herrera,29,F,B1,Tarde,2,2,7,5.75,28.57,,Ausente,,Ausente,B1
A00655,Emma Fernandez,20,M,C2,Noche,3,3,7,6.666666666666667,42.86,5.8,Recupera,5.8,Recupera,C2
A00656,Bautista Rodriguez,18,F,B1,Tarde,4,3,7,5.675,42.86,,Ausente,,Ausente,B1
A00657,Valentino Alvarez,23,F,A2,Mañana,6,5,7,7.333333333333333,71.43,,Ausente,,Ausente,A2
A00658,Martina Luna,22,F,C3,Noche,5,5,7,6.0600000000000005,71.43,6.9,Aprobado,6.9,Aprobado,C3
A00659,Florencia Rodriguez,25,F,B1,Tarde,7,4,7,4.742857142857143,57.14,,Ausente,,Ausente,B1
A00660,Sofia Flores,31,F,C1,Noche,1,1,7,7.1,14.29,,Ausente,,Ausente,C1
A00661,Julieta Fernandez,18,F,C2,Noche,6,5,7,6.666666666666667,71.43,6.6,Aprobado,6.6,Aprobado,C2
A00662,Diego Molina,31,X,B1,Tarde,1,0,7,5.0,0.0,,Ausente,,Ausente,B1
A00663,Camila Perez,22,F,A3,Mañana,2,0,7,5.2,0.0,,Ausente,,Ausente,A3
A00664,Benjamin Lopez,17,M,C2,Noche,6,6,7,7.566666666666666,85.71,4.4,Recupera,4.4,Recupera,C2
A00665,Bruno Ramirez,20,M,B1,Tarde,7,7,7,8.428571428571429,100.0,8.8,Aprobado,8.8,Aprobado,B1
A00666,Tomas Sanchez,17,F,C2,Noche,7,4,7,6.1571428571428575,57.14,7.7,Aprobado,7.7,Aprobado,C2
A00667,Mora Sosa,20,F,C4,Noche,7,6,7,8.614285714285716,85.71,9.4,Aprobado,9.4,Aprobado,C4
A00668,Bruno Aguirre,22,M,B1,Tarde,5,3,7,4.720000000000001,42.86,,Ausente,,Ausente,B1
A00669,Bautista Torres,22,M,C4,Noche,7,5,7,7.671428571428572,71.43,7.8,Aprobado,7.8,Aprobado,C4
A00670,Julieta Sanchez,18,M,A3,Mañana,5,2,7,5.12,28.57,,Ausente,,Ausente,A3
A00671,Agustin Cabrera,23,M,B1,Tarde,1,1,7,6.2,14.29,,Ausente,,Ausente,B1
A00672,Maximo Romero,19,F,A1,Mañana,6,6,7,7.066666666666666,85.71,8.5,Aprobado,8.5,Aprobado,A1
A00673,Maximo Diaz,21,M,C2,Noche,6,5,7,6.333333333333333,71.43,,Ausente,,Ausente,C2
A00674,Bautista Acosta,25,M,B2,Tarde,6,5,7,4.933333333333334,71.43,1.9,Desaprobado,1.9,Desaprobado,B2
A00675,Lucia Herrera,31,M,C1,Noche,5,3,7,4.4799999999999995,42.86,,Ausente,,Ausente,C1
A00676,Mora Vega,17,F,C2,Noche,0,0,7,,0.0,,Ausente,,Ausente,C2
A00677,Guadalupe Benitez,18,F,A3,Mañana,0,0,7,,0.0,,Ausente,,Ausente,A3
A00678,Thiago Diaz,23,M,C4,Noche,4,4,7,5.875,57.14,5.4,Recupera,5.4,Recupera,C4
A00679,Thiago Luna,20,M,B1,Tarde,7,7,7,7.700000000000001,100.0,5.0,Recupera,5.0,Recupera,B1
A00680,Emma Garcia,24,M,C4,Noche,4,3,7,7.175,42.86,,Ausente,,Ausente,C4
A00681,Antonella Herrera,24,F,A3,Mañana,1,0,7,5.7,0.0,,Ausente,,Ausente,A3
A00682,Gabriel Ortiz,17,M,A3,Mañana,3,3,7,4.5,42.86,6.1,Aprobado,6.1,Aprobado,A3
A00683,Delfina Diaz,17,M,A1,Mañana,5,2,7,5.34,28.57,6.2,Aprobado,6.2,Aprobado,A1
A00684,Mia Luna,17,F,B2,Tarde,6,4,7,6.716666666666666,57.14,5.7,Recupera,5.7,Recupera,B2
A00685,Joaquin Vega,17,M,A3,Mañana,5,2,7,5.76,28.57,4.8,Recupera,4.8,Recupera,A3
