ID_Alumno,Nombre_Apellido,Edad,Genero,Email,Comision,Turno,Fecha_Inscripcion,Actividad,Tipo_Actividad,Fecha_Limite,Fecha_Entrega,Nota,Estado_Entrega
A00081,Victoria Silva,23,F,victoria.silva81@alumnos.tup.edu.ar,C3,Noche,02-03-2026,Quiz_01,Quiz,2026-03-30,2026-03-26,9.5,A TIEMPO
A00527,Gabriel Ruiz,27,Femenino,gabriel.ruiz527@alumnos.tup.edu.ar,B1,Tarde,19/02/2026,TP_04,TP,2026-06-08,,,No entrego
A00141,Camila Ramirez,22,M,camila.ramirez141@@alumnos.tup.edu.ar,C1,Noche,19/02/2026,TP_03,TP,11-05-2026,2026-05-10,6.7,A tiempo
A00642,Pilar Vega,26,Femenino,pilar.vega642@alumnos.tup.edu.ar,C3,Noche,2026-02-22,TP_02,TP,2026-04-13,2026-04-09,7.2,a tiempo
A00096,Renata Torres,25,M,renata.torres96@alumnos.tup.edu.ar,C2,Noche,2026-02-27,TP_01,TP,2026-03-16,,,NO ENTREGO
A00252,Emma Rojas,29,M,emma.rojas252@alumnos.tup.edu.ar,C1,Noche,2026-02-16,TP_03,TP,2026-05-11,,,
A00495,Valentino Flores,18,M,valentino.flores495@alumnos.tup.edu.ar,C1,Noche,2026-02-25,Quiz_03,Quiz,2026-05-25,2026-05-24,9.9,A tiempo
A00496,Valentina Silva,23,M,valentina.silva496@alumnos.tup.edu.ar,C1,Noche,2026-02-24,TP_02,TP,13/04/2026,12/04/2026,8.0,A TIEMPO
A00202,Delfina Sanchez,29,femenino,delfina.sanchez202@alumnos.tup.edu.ar,C1,Noche,2026-02-26,TP_03,TP,2026-05-11,,,NO ENTREGO
A00478,renata sanchez,23,F,renata.sanchez478@alumnos.tup.edu.ar, b1 ,Tarde,2026-02-19,TP_04,TP,2026-06-08,04/06/2026,7.5,A TIEMPO
A00282,Martina Fernandez,23,M,martina.fernandez282@alumnos.tup.edu.ar,C2,Noche,16/02/2026,TP_03,TP,2026-05-11,2026-05-06,"6,0",a tiempo
A00543,Pilar Suarez,25,femenino,pilar.suarez543@alumnos.tup.edu.ar,B2,Tarde,2026-02-28,TP_04,TP,2026-06-08,,,NO ENTREGO
A00569,Mora Gonzalez,20,Masculino,mora.gonzalez569@alumnos.tup.edu.ar,A1,Mañana,2026-02-24,TP_04,TP,2026-06-08,2026-06-07,5.3,A tiempo
A00117,Julieta Fernandez,20,F,julieta.fernandez117@alumnos.tup.edu.ar,B2,Tarde,2026-03-01,TP_02,TP,2026-04-13,,,NO ENTREGO
A00627,Isabella Flores,21,Masculino,isabella.flores627@alumnos.tup.edu.ar,C4,Noche,20/02/2026,TP_01,TP,2026-03-16,26-03-2026,4.3,TARDE
A00082,Delfina Rodriguez,23,Masculino,delfina.rodriguez82@alumnos.tup.edu.ar,A3,Mañana,2026-03-11,Parcial_01,Parcial,22/06/2026,2026-06-28,4.7,tarde
A00180,Lautaro Martinez,19,F,lautaro.martinez180@alumnos.tup.edu.ar,B1,Tarde,2026-02-25,TP_01,TP,2026-03-16,2026-03-14,7.5,a tiempo
A00032,Federico Herrera,22,F,federico.herrera32@alumnos.tup.edu.ar,A2,Mañana,2026-03-05,Quiz_02,Quiz,27/04/2026,2026-04-24,"7,8",A tiempo
A00300,ANTONELLA CASTRO,23,M,antonella.castro300@alumnos.tup.edu.ar,A3,MAÑANA,2026-02-28,Parcial_01,Parcial,2026-06-22,,,No entrego
A00188,  Pilar Flores ,29,F,pilar.flores188@alumnos.tup.edu.ar,C4,Noche,2026-03-05,Quiz_01,Quiz,30-03-2026,,,No entrego
A00288,Lucas Acosta,26,F,lucas.acosta288@alumnos.tup.edu.ar,B1,Tarde,2026-03-05,Quiz_02,Quiz,2026-04-27,2026-05-08,"5,3",TARDE
A00387,Manuel Ramirez,17,F,manuel.ramirez387@alumnos.tup.edu.ar,A3,Mañana,2026-03-01,TP_04,TP,08/06/2026,,,NO ENTREGO
A00017,Ignacio Lopez,23,F,ignacio.lopez17@alumnos.tup.edu.ar,A1,Mañana,21/02/2026,Parcial_01,Parcial,2026-06-22,01-07-2026,4.8,Tarde
A00067,Olivia Luna,18,femenino,olivia.luna67@alumnos.tup.edu.ar,A2,Mañana,2026-02-17,TP_01,TP,16-03-2026,2026-03-12,5.4,A TIEMPO
A00139,Thiago Castro,28,M,thiago.castro139@@alumnos.tup.edu.ar,A3,Mañana,09/03/2026,TP_04,TP,08/06/2026,,,NO ENTREGO
A00603,Mora Lopez,27,Femenino,mora.lopez603@alumnos.tup.edu.ar, c3 ,Noche,2026-03-09,Quiz_03,Quiz,2026-05-25,23/05/2026,8.1,A TIEMPO
A00125,Diego Acosta,17,F,diego.acosta125@alumnos.tup.edu.ar,C1,Noche,2026-02-20,Quiz_02,Quiz,2026-04-27,23/04/2026,5.5,A tiempo
A00308,Nicolas Sosa,20,femenino,nicolas.sosa308@alumnos.tup.edu.ar,B1,Tarde,2026-02-16,TP_03,TP,2026-05-11,2026-05-11,7.6,a tiempo
A00043,Maximo Martinez,20,M,maximo.martinez43@alumnos.tup.edu.ar,A1,Mañana,2026-02-17,Quiz_01,Quiz,2026-03-30,26-03-2026,1.7,a tiempo
A00308,Nicolas Sosa,20,femenino,nicolas.sosa308@alumnos.tup.edu.ar,B1,Tarde,16/02/2026,Quiz_03,Quiz,2026-05-25,2026-05-22,9.3,a tiempo
A00096,Renata Torres,25,M,renata.torres96@alumnos.tup.edu.ar,C2,Noche,2026-02-27,TP_03,TP,2026-05-11,,,
A00241,Nicolas Ruiz,17,Masculino,nicolas.ruiz241@alumnos.tup.edu.ar, c1 ,Noche,06/03/2026,Quiz_03,Quiz,2026-05-25,2026-05-23,"8,9",A TIEMPO
A00341,Nicolas Gonzalez,25,M,nicolas.gonzalez341@alumnos.tup.edu.ar,C4,Noche,28-02-2026,Quiz_03,Quiz,2026-05-25,,,no entregó
A00650,Pilar Garcia,17,M,pilar.garcia650@alumnos.tup.edu.ar, c3 ,Noche,2026-02-18,Quiz_02,Quiz,2026-04-27,2026-04-26,9.6,A TIEMPO
A00374,Mora Ruiz,20,F,mora.ruiz374@alumnos.tup.edu.ar,A2,Mañana,04/03/2026,TP_03,TP,2026-05-11,15/05/2026,5.2,TARDE
A00262,Joaquin Aguirre,23,Masculino,joaquin.aguirre262@alumnos.tup.edu.ar,C1,Noche,01/03/2026,Quiz_02,Quiz,2026-04-27,,,
A00321,Benjamin Aguirre,17,Masculino,benjamin.aguirre321@alumnos.tup.edu.ar,C3,Noche,09/03/2026,TP_04,TP,2026-06-08,2026-06-06,5.4,a tiempo
A00579,Lucas Benitez,19,F,lucas.benitez579@alumnos.tup.edu.ar,A1,Mañana,06/03/2026,Parcial_01,Parcial,22/06/2026,2026-06-30,8.4,tarde
A00139,Thiago Castro,28,M,thiago.castro139@@alumnos.tup.edu.ar,A3,Mañana,2026-03-09,TP_03,TP,2026-05-11,2026-05-10,7.1,A tiempo
A00393,Delfina Silva,24,M,delfina.silva393@@alumnos.tup.edu.ar,B2,Tarde,22/02/2026,Quiz_01,Quiz,2026-03-30,2026-03-28,7.0,a tiempo
A00685,Joaquin Vega,17,M,joaquin.vega685@alumnos.tup.edu.ar,A3,Mañana,03/03/2026,TP_04,TP,08/06/2026,,,
A00032,Federico Herrera,22,F,federico.herrera32@alumnos.tup.edu.ar,A2,Mañana,05/03/2026,Quiz_03,Quiz,2026-05-25,2026-05-21,5.3,A tiempo
A00348,Sofia Herrera,17,X,sofia.herrera348@alumnos.tup.edu.ar,B1,Tarde,2026-02-26,Parcial_01,Parcial,2026-06-22,2026-06-26,6.9,Tarde
A00110,Diego Sosa,23,M,diego.sosa110@alumnos.tup.edu.ar,B2,Tarde,2026-02-16,TP_03,TP,2026-05-11,06-05-2026,7.3,A TIEMPO
A00275,Lucas Sanchez,20,F,lucas.sanchez275@alumnos.tup.edu.ar,B1,Tarde,2026-02-20,TP_01,TP,2026-03-16,25-03-2026,4.9,tarde
A00269,Paula Martinez,25,F,paula.martinez269@alumnos.tup.edu.ar,A2,Mañana,05/03/2026,TP_02,TP,2026-04-13,2026-04-08,5.7,A tiempo
A00611,Pilar Fernandez,21,F,pilar.fernandez611@alumnos.tup.edu.ar,C4,Noche,2026-03-06,TP_01,TP,2026-03-16,26/03/2026,4.6,tarde
A00518,Nicolas Diaz,28,Masculino,nicolas.diaz518@alumnos.tup.edu.ar,B1,Tarde,2026-03-03,TP_01,TP,2026-03-16,16-03-2026,"4,6",A tiempo
A00059,Delfina Perez,18,F,delfina.perez59@alumnos.tup.edu.ar,B2,Tarde,2026-03-09,TP_03,TP,11/05/2026,,,NO ENTREGO
A00039,Emma Perez,23,M,emma.perez39@alumnos.tup.edu.ar,C3,Noche,2026-03-08,TP_04,TP,08/06/2026,08-06-2026,9.2,A tiempo
A00467,Mateo Ortiz,19,F,mateo.ortiz467@alumnos.tup.edu.ar,A3,Mañana,2026-03-10,Parcial_01,Parcial,2026-06-22,2026-06-19,"8,5",A TIEMPO
A00170,Valentino Sanchez,24,Femenino,valentino.sanchez170@alumnos.tup.edu.ar,B2,Tarde,2026-02-18,Parcial_01,Parcial,2026-06-22,2026-07-04,"6,5",tarde
A00412,Mora Aguirre,25,M,mora.aguirre412@alumnos.tup.edu.ar,A1,MAÑANA,14/02/2026,TP_04,TP,08/06/2026,14-06-2026,4.9,TARDE
A00018,Joaquin Luna,21,F,joaquin.luna18@alumnos.tup.edu.ar,C1,Noche,2026-02-17,TP_02,TP,2026-04-13,2026-04-08,6.3,A tiempo
A00696,  Joaquin Sosa ,22,M,joaquin.sosa696@alumnos.tup.edu.ar, c2 ,Noche,2026-02-22,Quiz_01,Quiz,30/03/2026,,,No entrego
A00244,Agustin Sanchez,17,Masculino,agustin.sanchez244@alumnos.tup.edu.ar,A2,Mañana,23/02/2026,Quiz_03,Quiz,25/05/2026,2026-05-24,"6,2",A TIEMPO
A00343,Lucia Ramirez,18,M,lucia.ramirez343@alumnos.tup.edu.ar,B2,Tarde,2026-03-03,Quiz_02,Quiz,2026-04-27,2026-05-06,3.9,TARDE
A00578,ANTONELLA ORTIZ,5,F,antonella.ortiz578@alumnos.tup.edu.ar,A2,Mañana,2026-03-06,Quiz_03,Quiz,25-05-2026,2026-05-21,"5,9",a tiempo
A00535,Valentino Molina,17,F,valentino.molina535@alumnos.tup.edu.ar,A3,Mañana,2026-03-09,TP_04,TP,2026-06-08,19/06/2026,"8,9",Tarde
A00523,Joaquin Silva,19,Masculino,joaquin.silva523@alumnos.tup.edu.ar,C3,Noche,2026-02-15,Quiz_03,Quiz,2026-05-25,,,
A00402,Mora Acosta,20,M,mora.acosta402@alumnos.tup.edu.ar,C1,Noche,04/03/2026,Quiz_01,Quiz,30/03/2026,2026-03-29,7.0,A TIEMPO
A00003,Mateo Benitez,25,F,mateo.benitez3@alumnos.tup.edu.ar,B2,Tarde,2026-02-22,TP_02,TP,2026-04-13,11/04/2026,"6,9",A tiempo
A00679,Thiago Luna,20,M,thiago.luna679@alumnos.tup.edu.ar,B1,Tarde,10/03/2026,TP_02,TP,13-04-2026,2026-04-13,7.1,A TIEMPO
A00459,Valentina Benitez,21,M,valentina.benitez459@alumnos.tup.edu.ar,A1,Mañana,2026-02-25,Quiz_01,Quiz,2026-03-30,,,no entregó
A00174,Federico Silva,18,Masculino,federico.silva174@alumnos.tup.edu.ar, c1 ,Noche,08/03/2026,Parcial_01,Parcial,2026-06-22,2026-06-19,8.5,a tiempo
A00483,Antonella Vega,33,Masculino,antonella.vega483@alumnos.tup.edu.ar,A3,Mañana,2026-02-15,TP_03,TP,2026-05-11,,,NO ENTREGO
A00053,Renata Medina,17,F,renata.medina53@alumnos.tup.edu.ar,C4,Noche,21/02/2026,Quiz_02,Quiz,27-04-2026,,,NO ENTREGO
A00069,Bautista Acosta,27,M,bautista.acosta69@alumnos.tup.edu.ar,C3,Noche,16/02/2026,Parcial_01,Parcial,2026-06-22,,,No entrego
A00536,Guadalupe Nuñez,17,Masculino,guadalupe.nuñez536@alumnos.tup.edu.ar,A1,Mañana,2026-02-24,TP_03,TP,2026-05-11,,,NO ENTREGO
A00584,Gabriel Nuñez,19,M,gabriel.nuñez584@alumnos.tup.edu.ar,A2,Mañana,2026-03-04,Quiz_02,Quiz,27/04/2026,09-05-2026,5.0,Tarde
A00043,Maximo Martinez,20,M,maximo.martinez43@alumnos.tup.edu.ar,A1,Mañana,2026-02-17,TP_01,TP,16/03/2026,13/03/2026,"3,9",A TIEMPO
A00197,  Valentina Ramirez ,23,M,valentina.ramirez197@alumnos.tup.edu.ar,A1,Mañana,2026-02-27,Parcial_01,Parcial,22-06-2026,2026-06-20,5.3,A TIEMPO
A00654,Isabella Herrera,29,Femenino,isabella.herrera654@alumnos.tup.edu.ar,B1,Tarde,2026-03-06,Quiz_02,Quiz,2026-04-27,,,No entrego
A00301,Sofia Benitez,23,Masculino,sofia.benitez301@alumnos.tup.edu.ar,C1,Noche,09-03-2026,Quiz_03,Quiz,2026-05-25,2026-05-24,6.2,A TIEMPO
A00655,Emma Fernandez,20,M,emma.fernandez655@alumnos.tup.edu.ar,C2,Noche,2026-02-16,Parcial_01,Parcial,2026-06-22,2026-06-23,5.8,tarde
A00059,Delfina Perez,18,F,delfina.perez59@alumnos.tup.edu.ar,B2,Tarde,2026-03-09,Quiz_03,Quiz,2026-05-25,,,No entrego
A00006,Tomas Ortiz,18,M,tomas.ortiz6@alumnos.tup.edu.ar,C4,Noche,2026-02-18,TP_01,TP,16/03/2026,,,No entrego
A00447,felipe luna,21,F,felipe.luna447@alumnos.tup.edu.ar,C4,Noche,2026-03-04,Quiz_02,Quiz,2026-04-27,2026-05-09,1.3,TARDE
A00672,Maximo Romero,19,F,maximo.romero672@alumnos.tup.edu.ar,A1,Mañana,07/03/2026,TP_02,TP,13-04-2026,2026-04-12,5.7,A TIEMPO
A00093,Martina Medina,20,F,martina.medina93@alumnos.tup.edu.ar,C3,Noche,02/03/2026,Quiz_02,Quiz,2026-04-27,2026-04-26,6.0,A TIEMPO
A00299,Paula Diaz,22,F,paula.diaz299@alumnos.tup.edu.ar,C1,Noche,2026-02-26,TP_04,TP,08/06/2026,,,No entrego
A00121,Lucia Ramirez,24,F,lucia.ramirez121@alumnos.tup.edu.ar,A3,Mañana,2026-03-11,Quiz_03,Quiz,25/05/2026,24/05/2026,6.1,a tiempo
A00088,Gabriel Molina,20,Femenino,gabriel.molina88@alumnos.tup.edu.ar,C4,Noche,2026-03-07,Quiz_01,Quiz,2026-03-30,2026-04-07,4.2,tarde
A00495,Valentino Flores,18,M,valentino.flores495@alumnos.tup.edu.ar,C1,Noche,25-02-2026,Quiz_01,Quiz,2026-03-30,2026-03-29,6.4,A TIEMPO
A00045,Olivia Romero,18,X,olivia.romero45@alumnos.tup.edu.ar, a1 ,Mañana,2026-03-07,TP_04,TP,2026-06-08,2026-06-09,"6,4",TARDE
A00623,Florencia Herrera,18,F,florencia.herrera623@alumnos.tup.edu.ar,A1,Mañana,01-03-2026,Quiz_02,Quiz,27-04-2026,2026-04-26,9.2,A tiempo
A00204,Maximo Vega,17,femenino,maximo.vega204@alumnos.tup.edu.ar,A1,Mañana,2026-02-22,Parcial_01,Parcial,22/06/2026,,,NO ENTREGO
A00308,Nicolas Sosa,20,femenino,nicolas.sosa308@alumnos.tup.edu.ar,B1,Tarde,2026-02-16,Quiz_02,Quiz,2026-04-27,29/04/2026,3.5,Tarde
A00549,Mateo Rodriguez,20,M,mateo.rodriguez549@alumnos.tup.edu.ar,A3,Mañana,2026-02-19,Quiz_02,Quiz,2026-04-27,2026-05-02,"5,2",tarde
A00198,Nicolas Benitez,17,F,nicolas.benitez198@alumnos.tup.edu.ar,C2,Noche,2026-02-16,Quiz_02,Quiz,2026-04-27,26/04/2026,6.7,A TIEMPO
A00629,Mia Fernandez,21,Masculino,mia.fernandez629@alumnos.tup.edu.ar,B1,Tarde,17/02/2026,Quiz_01,Quiz,2026-03-30,28/03/2026,5.4,a tiempo
A00193,VICTORIA SOSA,17,Femenino,victoria.sosa193@alumnos.tup.edu.ar,A1,MAÑANA,11/03/2026,TP_04,TP,2026-06-08,,,no entregó
A00189,Felipe Ruiz,23,M,,B1,Tarde,2026-02-26,Parcial_01,Parcial,22/06/2026,,,NO ENTREGO
A00535,Valentino Molina,17,F,valentino.molina535@alumnos.tup.edu.ar,A3,Mañana,09/03/2026,TP_02,TP,2026-04-13,08/04/2026,5.7,A TIEMPO
A00387,Manuel Ramirez,17,F,manuel.ramirez387@alumnos.tup.edu.ar,A3,Mañana,2026-03-01,Quiz_03,Quiz,2026-05-25,2026-05-30,"4,6",tarde
A00501,Bruno Sanchez,24,Masculino,bruno.sanchez501@alumnos.tup.edu.ar,C3,NOCHE,2026-03-05,Quiz_03,Quiz,2026-05-25,,,NO ENTREGO
A00629,Mia Fernandez,21,Masculino,mia.fernandez629@alumnos.tup.edu.ar,B1,Tarde,2026-02-17,Parcial_01,Parcial,2026-06-22,2026-06-22,"5,2",a tiempo
A00467,Mateo Ortiz,19,F,mateo.ortiz467@alumnos.tup.edu.ar,A3,Mañana,2026-03-10,Quiz_01,Quiz,30/03/2026,2026-03-29,6.6,A TIEMPO
A00694,Federico Vega,20,M,federico.vega694@alumnos.tup.edu.ar,C3,Noche,20-02-2026,TP_01,TP,2026-03-16,,,NO ENTREGO
A00107,Federico Suarez,27,F,federico.suarez107@alumnos.tup.edu.ar,C4,Noche,2026-03-08,TP_02,TP,2026-04-13,11/04/2026,"5,6",a tiempo
A00155,Renata Ramirez,23,F,renata.ramirez155@alumnos.tup.edu.ar,A2,Mañana,2026-03-11,Parcial_01,Parcial,22/06/2026,2026-06-17,5.4,a tiempo
A00354,Felipe Garcia,19,F,felipe.garcia354@alumnos.tup.edu.ar,B2,Tarde,2026-03-04,TP_03,TP,2026-05-11,,,NO ENTREGO
A00291,Sofia Garcia,25,F,sofia.garcia291@alumnos.tup.edu.ar,C4,Noche,2026-02-28,TP_01,TP,16/03/2026,2026-03-25,4.0,TARDE
A00240,Felipe Silva,23,Femenino,felipe.silva240@alumnos.tup.edu.ar,C2,Noche,2026-03-07,TP_04,TP,08/06/2026,2026-06-06,8.9,A TIEMPO
A00008,Ignacio Silva,17,Femenino,ignacio.silva8@@alumnos.tup.edu.ar,B1,Tarde,24-02-2026,Parcial_01,Parcial,2026-06-22,,,NO ENTREGO
A00155,Renata Ramirez,23,F,renata.ramirez155@alumnos.tup.edu.ar,A2,Mañana,11/03/2026,TP_03,TP,2026-05-11,13-05-2026,5.4,TARDE
A00228,Joaquin Lopez,25,M,joaquin.lopez228@alumnos.tup.edu.ar,A1,Mañana,2026-02-25,TP_02,TP,2026-04-13,,,
A00564,Diego Ruiz,19,F,diego.ruiz564@alumnos.tup.edu.ar,B1,Tarde,08/03/2026,TP_01,TP,2026-03-16,2026-03-15,5.2,a tiempo
A00587,Pilar Rodriguez,23,Femenino,pilar.rodriguez587@alumnos.tup.edu.ar, c2 ,Noche,2026-03-09,TP_04,TP,2026-06-08,06/06/2026,9.4,A tiempo
A00530,Camila Diaz,26,F,camila.diaz530@alumnos.tup.edu.ar,B1,Tarde,2026-02-18,TP_04,TP,2026-06-08,2026-06-06,8.5,A TIEMPO
A00286,Felipe Suarez,19,M,felipe.suarez286@alumnos.tup.edu.ar,A3,Mañana,03-03-2026,Parcial_01,Parcial,2026-06-22,,,
A00345,Lucia Castro,20,F,lucia.castro345@alumnos.tup.edu.ar,C4,Noche,07-03-2026,Quiz_01,Quiz,2026-03-30,,,
A00004,Camila Alvarez,23,F,camila.alvarez4@alumnos.tup.edu.ar,C1,Noche,06-03-2026,Quiz_01,Quiz,2026-03-30,28-03-2026,6.8,A tiempo
A00673,  Maximo Diaz ,21,Masculino,maximo.diaz673@alumnos.tup.edu.ar,C2,Noche,2026-03-05,TP_01,TP,2026-03-16,2026-03-15,7.7,A TIEMPO
A00137,Gabriel Lopez,17,Femenino,gabriel.lopez137@alumnos.tup.edu.ar,A2,Mañana,09-03-2026,Quiz_01,Quiz,2026-03-30,28/03/2026,5.9,a tiempo
A00394,Valentino Suarez,18,femenino,valentino.suarez394@alumnos.tup.edu.ar, c2 ,Noche,2026-03-01,TP_04,TP,2026-06-08,2026-06-06,4.0,A TIEMPO
A00490,  Emma Alvarez ,22,M,emma.alvarez490@alumnos.tup.edu.ar,B1,Tarde,14/02/2026,TP_04,TP,2026-06-08,2026-06-05,6.6,a tiempo
A00281,Victoria Romero,17,F,victoria.romero281@alumnos.tup.edu.ar,C2,Noche,2026-03-11,TP_01,TP,2026-03-16,2026-03-15,6.1,A tiempo
A00272,Valentina Sosa,21,M,,B2,Tarde,19/02/2026,Quiz_01,Quiz,30-03-2026,2026-03-27,"8,3",A tiempo
A00434,Mia Cabrera,17,F,mia.cabrera434@alumnos.tup.edu.ar,A1,Mañana,2026-03-01,TP_04,TP,2026-06-08,2026-06-03,8.5,A TIEMPO
A00511,bautista castro,22,femenino,bautista.castro511@alumnos.tup.edu.ar,B1,Tarde,2026-03-07,TP_02,TP,2026-04-13,2026-04-08,"8,3",a tiempo
A00282,Martina Fernandez,23,M,martina.fernandez282@alumnos.tup.edu.ar,C2,Noche,2026-02-16,Parcial_01,Parcial,2026-06-22,17/06/2026,5.9,a tiempo
A00249,Agustin Torres,21,F,agustin.torres249@alumnos.tup.edu.ar,C1,Noche,2026-02-16,TP_02,TP,2026-04-13,2026-04-09,7.8,A TIEMPO
A00134,santino romero,24,F,santino.romero134@alumnos.tup.edu.ar,A1,Mañana,2026-02-23,Quiz_01,Quiz,30/03/2026,,,no entregó
A00560,lucas ramirez,19,F,lucas.ramirez560@alumnos.tup.edu.ar,C2,NOCHE,2026-02-27,Parcial_01,Parcial,2026-06-22,20/06/2026,6.7,a tiempo
A00577,Emma Medina,17,F,emma.medina577@alumnos.tup.edu.ar,A2,Mañana,2026-02-26,TP_04,TP,2026-06-08,2026-06-07,7.7,A tiempo
A00121,Lucia Ramirez,24,F,lucia.ramirez121@alumnos.tup.edu.ar,A3,Mañana,2026-03-11,Parcial_01,Parcial,2026-06-22,2026-06-22,7.1,A TIEMPO
A00428,Joaquin Torres,34,M,joaquin.torres428@alumnos.tup.edu.ar,B1,Tarde,2026-03-07,Parcial_01,Parcial,2026-06-22,2026-07-04,"7,1",tarde
A00644,DELFINA VEGA,23,M,delfina.vega644@alumnos.tup.edu.ar,C1,Noche,2026-03-02,TP_04,TP,2026-06-08,07-06-2026,7.1,a tiempo
A00013,Bautista Perez,17,F,bautista.perez13@alumnos.tup.edu.ar,B2,Tarde,2026-02-16,TP_03,TP,11/05/2026,,,no entregó
A00187,valentina medina,29,F,valentina.medina187@alumnos.tup.edu.ar,A1,Mañana,2026-02-19,TP_01,TP,2026-03-16,2026-03-22,4.1,tarde
A00358,Lucia Romero,20,F,lucia.romero358@alumnos.tup.edu.ar,B1,Tarde,2026-03-03,Quiz_02,Quiz,2026-04-27,2026-04-25,9.0,A tiempo
A00633,Olivia Nuñez,20,Masculino,olivia.nuñez633@alumnos.tup.edu.ar,B1,Tarde,2026-02-16,Parcial_01,Parcial,2026-06-22,22-06-2026,9.7,A TIEMPO
A00515,  Valentino Diaz ,22,F,valentino.diaz515@alumnos.tup.edu.ar,C4,Noche,2026-02-23,TP_01,TP,16-03-2026,2026-03-25,6.5,Tarde
A00555,Felipe Vega,19,M,felipe.vega555@alumnos.tup.edu.ar,A2,Mañana,16-02-2026,TP_01,TP,16/03/2026,21/03/2026,6.2,tarde
A00052,Valentino Sanchez,22,M,valentino.sanchez52@alumnos.tup.edu.ar,C2,Noche,2026-02-14,Quiz_02,Quiz,2026-04-27,25/04/2026,8.3,a tiempo
A00072,Bautista Nuñez,25,Masculino,bautista.nuñez72@alumnos.tup.edu.ar,C3,Noche,15/02/2026,TP_02,TP,13-04-2026,,,No entrego
A00388,  Delfina Lopez ,26,Masculino,delfina.lopez388@alumnos.tup.edu.ar,C3,Noche,2026-03-07,TP_01,TP,16-03-2026,2026-03-16,7.1,A TIEMPO
A00351,Manuel Cabrera,17,Masculino,manuel.cabrera351@alumnos.tup.edu.ar, c3 ,NOCHE,02/03/2026,Quiz_03,Quiz,2026-05-25,,,
A00033,Florencia Medina,23,M,florencia.medina33@alumnos.tup.edu.ar,B1,Tarde,2026-02-22,Quiz_01,Quiz,2026-03-30,,,No entrego
A00193,VICTORIA SOSA,17,Femenino,victoria.sosa193@alumnos.tup.edu.ar,A1,MAÑANA,2026-03-11,TP_03,TP,11/05/2026,,,NO ENTREGO
A00399,Diego Silva,24,F,diego.silva399@alumnos.tup.edu.ar,C1,Noche,2026-03-11,TP_03,TP,11/05/2026,2026-05-06,9.4,a tiempo
A00020,Ignacio Ortiz,21,F,ignacio.ortiz20@alumnos.tup.edu.ar,A1,Mañana,2026-02-27,Quiz_03,Quiz,2026-05-25,2026-05-21,8.6,A tiempo
A00079,Paula Luna,30,F,paula.luna79@alumnos.tup.edu.ar,A1,Mañana,06/03/2026,Quiz_02,Quiz,27/04/2026,2026-04-27,9.2,A TIEMPO
A00086,antonella suarez,25,F,antonella.suarez86@alumnos.tup.edu.ar,B1,Tarde,2026-02-23,TP_03,TP,2026-05-11,,,NO ENTREGO
A00500,Valentina Cabrera,18,M,valentina.cabrera500@alumnos.tup.edu.ar,A2,Mañana,2026-02-14,Quiz_02,Quiz,27/04/2026,24/04/2026,7.8,A tiempo
A00360,Catalina Cabrera,23,M,catalina.cabrera360@alumnos.tup.edu.ar,C2,Noche,22/02/2026,Quiz_03,Quiz,2026-05-25,2026-06-02,"3,4",TARDE
A00209,Sofia Nuñez,25,F,sofia.nuñez209@alumnos.tup.edu.ar,A3,MAÑANA,08/03/2026,Quiz_03,Quiz,2026-05-25,,,No entrego
A00531,Catalina Romero,29,F,catalina.romero531@alumnos.tup.edu.ar,B2,Tarde,11/03/2026,Quiz_03,Quiz,2026-05-25,2026-05-23,4.6,a tiempo
A00116,Bruno Rojas,17,X,bruno.rojas116@alumnos.tup.edu.ar,B1,Tarde,2026-03-01,TP_01,TP,2026-03-16,2026-03-12,6.5,a tiempo
A00663,Camila Perez,22,F,camila.perez663@alumnos.tup.edu.ar, a3 ,Mañana,21/02/2026,TP_04,TP,2026-06-08,,,
A00351,Manuel Cabrera,17,Masculino,manuel.cabrera351@alumnos.tup.edu.ar, c3 ,NOCHE,02/03/2026,TP_01,TP,16/03/2026,,,NO ENTREGO
A00280,Julieta Benitez,29,F,julieta.benitez280@alumnos.tup.edu.ar,C2,NOCHE,2026-03-03,Quiz_02,Quiz,2026-04-27,2026-05-04,5.8,tarde
A00683,Delfina Diaz,17,Masculino,delfina.diaz683@alumnos.tup.edu.ar,A1,Mañana,2026-02-24,Quiz_02,Quiz,27-04-2026,2026-04-30,3.4,TARDE
A00213,Bautista Acosta,35,Masculino,bautista.acosta213@alumnos.tup.edu.ar,C3,Noche,06/03/2026,TP_03,TP,2026-05-11,2026-05-07,5.4,A tiempo
A00590,Guadalupe Luna,20,M,guadalupe.luna590@alumnos.tup.edu.ar,C4,Noche,2026-02-16,Quiz_03,Quiz,25-05-2026,,,No entrego
A00504,Tomas Ruiz,22,M,tomas.ruiz504@alumnos.tup.edu.ar,A1,Mañana,23/02/2026,TP_03,TP,2026-05-11,2026-05-08,8.1,a tiempo
A00572,Federico Gonzalez,12,M,,B2,Tarde,2026-03-11,TP_04,TP,2026-06-08,2026-06-07,5.7,A tiempo
A00419,JULIETA MARTINEZ,25,F,julieta.martinez419@alumnos.tup.edu.ar,C4,Noche,2026-03-07,Quiz_02,Quiz,2026-04-27,25-04-2026,5.4,A TIEMPO
